station_name,address,lat,lon,total_bike,available_bike,location,nowdate
4.19민주묘지역,서울특별시 강북구 삼양로 519 4.19민주묘지역,37.649673,127.013451,10,10,서울,201804261939
마포구청역,서울특별시 마포구 망원동 477-23 마포구청역 ,37.560909,126.905495,13,8,서울,201804261939
가오리역,서울특별시 강북구 삼양로 426 가오리역,37.641670,127.016884,10,0,서울,201804261939
삼양역,서울특별시 강북구 삼양로 263 삼양역,37.626530,127.018059,10,0,서울,201804261939
삼양사거리역,서울특별시 강북구 삼양로 197 삼양사거리역,37.621552,127.020370,10,2,서울,201804261939
수유1동 주민센터,서울특별시 강북구 삼양로 299 수유1동 주민센터,37.630188,127.017738,10,10,서울,201804261939
가좌역1 번출구 뒤,서울특별시 마포구 성산동123-29 가좌역1.2번출구,37.568550,126.914513,15,3,서울,201804261939
서울서부지방법원 앞,서울특별시 마포구 공덕동 105-11 서울서부지방법원 앞,37.549904,126.955147,10,3,서울,201804261939
애오개역 4번출구 앞,서울특별시 마포구 아현동 607-1 애오개역 4번출구 앞,37.553001,126.956688,12,11,서울,201804261939
독립문 어린이 공원,서울특별시 서대문구 영천동 259-1 독립문 어린이 공원,37.571259,126.960480,15,1,서울,201804261939
이대역 4번 출구,서울특별시 서대문구 대현동 60-11 이대역 4번 출구,37.556953,126.946342,7,0,서울,201804261939
북아현동 가구거리,서울특별시 서대문구 북아현동 251-78 아현동 가구거리,37.557549,126.959381,20,4,서울,201804261939
석계역 문화광장 내 자전거 보관소,서울특별시 노원구 화랑로 331 노원구 월계동 47-45,37.615299,127.064468,20,22,서울,201804261939
광운대역 앞,서울특별시 노원구 석계로 98-2 노원구 월계동 412-1,37.622662,127.061897,15,3,서울,201804261939
롯데캐슬 102동 코너(월계주유소건너),서울특별시 노원구 월계로 252 노원구 월계동 860-16,37.624859,127.050140,10,3,서울,201804261939
헬스케어,서울특별시 노원구 월계로 378 노원구 월계동 321-4,37.631622,127.061615,10,9,서울,201804261939
태릉입구역 3번출구,서울특별시 노원구 동일로 지하 992-1 노원구 공릉동 616-4,37.619171,127.074928,10,3,서울,201804261939
공릉역 1번 출구 앞,서울특별시 노원구 동일로 지하 1074 노원구 공릉동 385-4,37.626614,127.072754,10,19,서울,201804261939
무악재역1번 출구,서울특별시 서대문구 통일로 380-4 무악재역1번 출구,37.582245,126.950645,8,10,서울,201804261939
화랑대역 2번출구 앞,서울특별시 노원구 화랑로 지하 510 노원구 공릉동 280-12,37.620369,127.083641,20,6,서울,201804261939
과기대 입구(우),서울특별시 노원구 공릉로 232 노원구 공릉동 436-4,37.629940,127.076553,20,3,서울,201804261939
하계2동 공항버스정류장 옆,서울특별시 노원구 동일로 지하 1196 노원구 하계동 273-5,37.635109,127.068329,10,1,서울,201804261939
하계동 중평어린이공원 앞,서울특별시 노원구 섬밭로 241 하계동 271-1,37.637150,127.063271,20,11,서울,201804261939
중계동 하나프라자빌딩 앞(중1-1),서울특별시 노원구 한글비석로 235 노원구 중계동 391,37.649021,127.076408,10,6,서울,201804261939
봉원고가차도 밑,서울특별시 서대문구 대신동 143-1 봉원고가차도 밑,37.565269,126.946243,15,2,서울,201804261939
중계동 노원구민체육센터 옆(중1-2),서울특별시 노원구 노원로22길 1 노원구 중계1동 360-18,37.648209,127.070221,10,4,서울,201804261939
노원 구민회관,서울특별시 노원구 동일로 1229 노원구 중계동 507-3,37.638649,127.066292,20,8,서울,201804261939
상계역(4번출구),서울특별시 노원구 상계로 182 노원구 상계동 173-19,37.660000,127.072968,20,6,서울,201804261939
수락산역 4번출구,서울특별시 노원구 동일로 지하 1662 노원구 상계동 1263,37.676941,127.055099,14,1,서울,201804261939
노일초등학교 앞,서울특별시 노원구 동일로 1652 노원구 상계동 1118-9,37.673618,127.055252,10,2,서울,201804261939
명지전문대학교 정문 앞,서울특별시 서대문구 홍은동 산25-3 명지전문대학교 정문 앞,37.583698,126.924965,7,2,서울,201804261939
수연빌딩 앞,서울특별시 노원구 동일로 지하 1662 노원구 상계동 1132-9,37.676250,127.055504,10,0,서울,201804261939
당고개공원 대여소,서울특별시 노원구 상계로 283 노원구 상계동 65-43,37.669079,127.077591,15,4,서울,201804261939
상계3.4동 주민센터 대여소,서울특별시 노원구 덕릉로131길 8 노원구 상계동 37-7,37.672710,127.083160,11,0,서울,201804261939
백병원 사거리 농협은행 앞,서울특별시 노원구 동일로 1351 노원구 상계동 747,37.649212,127.061768,10,12,서울,201804261939
KT 노원점 건물 앞,서울특별시 노원구 노해로 489 노원구 상계동 719-1,37.654701,127.063400,15,1,서울,201804261939
희성오피앙,서울특별시 노원구 동일로 1701 노원구 상계동 1263,37.680313,127.055069,10,6,서울,201804261939
북가좌1동 주민센터,서울특별시 서대문구 북가좌동 477-1 북가좌1동 주민센터 ,37.574478,126.910049,10,2,서울,201804261939
한내근린공원 북측,서울특별시 노원구 마들로 86 한내근린공원 북측,37.623863,127.068489,10,6,서울,201804261939
한내근린공원 남측,서울특별시 노원구 마들로 86 한내근린공원 남측,37.621555,127.069511,15,6,서울,201804261939
서울여대 남문,서울특별시 노원구 화랑로51길 38 서울여대 남문,37.625435,127.088493,7,2,서울,201804261939
태릉입구역 8번출구,서울특별시 노원구 공릉동 687-6 태릉입구역 8번출구,37.617367,127.075211,10,2,서울,201804261939
삼육대 입구,서울특별시 노원구 공릉동 26-43 삼육대 입구,37.638489,127.107903,20,8,서울,201804261939
중앙근린공원,서울특별시 서대문구 북가좌동 470-1 모래내 우체국,37.575138,126.913940,20,6,서울,201804261939
중계근린공원내,서울특별시 노원구 중계동 506-3 중계근린공원내,37.639580,127.065102,20,5,서울,201804261939
맥도날드 상계점 앞,서울특별시 노원구 상계동 1118-9 맥도날드 상계점 앞,37.672375,127.055992,20,15,서울,201804261939
파르코 앞,서울특별시 노원구 상계동 1263 파르코 앞,37.680000,127.055580,10,3,서울,201804261939
노원역1번출구,서울특별시 노원구 상계동 335-4 노원역1번출구,37.656200,127.063622,10,2,서울,201804261939
당고개입구 오거리,서울특별시 노원구 상계동 172-2 보훈회관 대여소,37.663792,127.075447,15,0,서울,201804261939
공릉1단지아파트,서울특별시 동일로 1127 공릉1단지아파트,37.631111,127.070160,15,6,서울,201804261939
중앙하이츠 아파트 입구,서울특별시 노원구 노원로 428 중앙하이츠 아파트 입구,37.654999,127.067436,10,6,서울,201804261939
노원구청,서울특별시 노원구 노해로 437  노원구청 ,37.654049,127.057327,10,1,서울,201804261939
중계동 을지중학교,서울특별시 노원구 중계동 370 중계동 을지중학교,37.650330,127.071602,10,3,서울,201804261939
가재울 초등학교,서울특별시 서대문구 연희동 530 남가좌1동 주민센터,37.573277,126.919678,20,15,서울,201804261939
서울시립과학관,서울특별시 노원구 하계동 266 서울시립과학관,37.642071,127.076622,8,0,서울,201804261939
당현천근린공원,서울특별시 노원구 동일로 1342 당현천근린공원,37.649639,127.065605,10,1,서울,201804261939
노원역7번출구,서울특별시 노원구 노해로 467 노원역 7번출구,37.654114,127.059151,15,0,서울,201804261939
동해문화예술관앞,서울특별시 노원구 화랑로 429 동해문화예술관앞,37.619381,127.057854,20,10,서울,201804261939
노해근린공원내,서울특별시 노원구 노원로22길 1 노해근린공원내,37.649361,127.070442,10,2,서울,201804261939
양지근린공원앞,서울특별시 노원구 한글비석로 227 양지근린공원앞,37.647335,127.076424,10,4,서울,201804261939
노원소방서인근,서울특별시 노원구 노원로26길 111 노원소방서인근,37.655781,127.071777,10,8,서울,201804261939
중계중학교,서울특별시 노원구 덕릉로76길 23 중계중학교,37.654499,127.074387,10,6,서울,201804261939
중계역 6번출구,서울특별시 노원구 동일로 지하 1308-1 중계역 6번출구,37.645306,127.063263,10,7,서울,201804261939
중계역 3번출구,서울특별시 노원구 동일로 지하 1308-1 중계역 3번출구,37.643757,127.064987,10,1,서울,201804261939
연가초등학교 옆,서울특별시 서대문구 북가좌동 70-119 연가초등학교 옆,37.579460,126.917130,15,8,서울,201804261939
노원경찰서교차로,서울특별시 노원구 노원로 283 노원경찰서교차로,37.643410,127.071838,15,3,서울,201804261939
인덕대학교,서울특별시 노원구 초안산로 12 인덕대학교,37.629349,127.054825,15,3,서울,201804261939
상계동수락리버시티,서울특별시 노원구 누원로 18 상계동수락리버시티,37.687965,127.053452,15,3,서울,201804261939
노원역 5번출구,서울특별시 노원구 동일로 1404 노원역 5번출구,37.653976,127.060974,10,1,서울,201804261939
서울북부고용센터앞,서울특별시 노원구 노해로 450 서울북부고용센터앞,37.653549,127.058083,15,0,서울,201804261939
월계문화체육센터,서울특별시 노원구 월계로 280 월계문화체육센터,37.626942,127.055130,14,0,서울,201804261939
육군사관학교  앞,서울특별시 노원구 화랑로 570 육군사관학교 앞,37.623165,127.090500,10,3,서울,201804261939
성서대학교 밀알관,서울특별시 노원구 동일로214길 32 성서대학교 밀알관,37.648438,127.064445,15,1,서울,201804261939
삼육대 도서관,서울특별시 노원구 화랑로 815 삼육대 도서관,37.642830,127.106667,15,1,서울,201804261939
남가좌동 사거리,서울특별시 서대문구 남가좌동 185-21 남가좌동 시장삼거리,37.574821,126.918053,20,9,서울,201804261939
삼육대 제3과학관,서울특별시 노원구 화랑로 653 삼육대 후문 삼거리,37.642654,127.108383,10,3,서울,201804261939
현대6차 아파트,서울특별시 노원구 중계로8길 20 현대6차 아파트,37.645802,127.082260,12,9,서울,201804261939
중계종합사회복지관 교차로,서울특별시 노원구 덕릉로 662 중계종합사회복지관 교차로,37.656799,127.077606,13,2,서울,201804261939
북가좌 삼거리,서울특별시 서대문구 북가좌동 400 북가좌 삼거리,37.573002,126.907799,15,2,서울,201804261939
가재울 뉴타운 주유소 옆,서울특별시 서대문구 남가좌동 124 가재울 뉴타운 주유소 옆,37.573112,126.922447,10,8,서울,201804261939
녹천역 1번출구 앞,서울특별시 도봉구 덕릉로 376 창동 57-11,37.646172,127.050560,10,5,서울,201804261939
도봉산광역환승센터앞,서울특별시 도봉구 도봉로 955 도봉동 637-1,37.689720,127.045197,15,5,서울,201804261939
도봉구청 정문앞,서울특별시 도봉구 마들로 656 방학동 720,37.669224,127.046516,15,8,서울,201804261939
기업은행 앞,서울특별시 도봉구 도봉로 683 방학동 726-92,37.665665,127.042671,10,10,서울,201804261939
도봉구민회관,서울특별시 도봉구 도봉로 552 창동 723-11,37.654461,127.038513,15,4,서울,201804261939
보건소사거리(다비치안경창동점),서울특별시 도봉구 해등로 150 창동 723-10,37.656830,127.039848,8,6,서울,201804261939
쌍문역4번출구 주변,서울특별시 도봉구 도봉로 지하 486-1 쌍문동 83-5,37.650127,127.035347,15,13,서울,201804261939
창동역공영주차장앞,서울특별시 도봉구 마들로11길 74 도봉구 창동 1-9,37.654049,127.050201,15,0,서울,201804261939
쌍문동 청소년 랜드,서울특별시  도봉구 노해로140 쌍문동 청소년 랜드,37.647266,127.025879,10,15,서울,201804261939
도봉문화정보도서관 삼거리,서울특별시 도봉구 덕릉로 315 도봉문화정보도서관 삼거리,37.644630,127.044609,10,6,서울,201804261939
서울특별시교육청도봉도서관,서울특별시 도봉구 삼양로556 서울특별시교육청도봉도서관,37.653179,127.012787,20,4,서울,201804261939
하나로마트 창동점,서울특별시 도봉구 마들로11길 20 하나로마트 창동점,37.654202,127.050728,10,6,서울,201804261939
시립창동운동장 입구,서울특별시 도봉구 창동 1-24 시립창동운동장 입구,37.655708,127.050102,15,6,서울,201804261939
신도봉사거리 버스정류장,서울특별시  도봉구 도봉로 771 신도봉사거리 버스정류장,37.673283,127.043991,10,4,서울,201804261939
서대문소방서,서울특별시 서대문구 연희로 182 서대문소방서,37.573254,126.935722,8,5,서울,201804261939
도봉구청 옆(중랑천변),서울특별시 도봉구 마들로 656 도봉구청 옆(중랑천변),37.668671,127.047981,20,9,서울,201804261939
창동역 2번출구,서울특별시 창동 74-2  창동역 2번출구 ,37.653015,127.046997,12,4,서울,201804261939
창동청소년수련관,서울특별시 도봉구 노해로69길 132 창동청소년수련관,37.657799,127.050049,15,5,서울,201804261939
방학동학마을도서관,서울특별시 도봉구 시루봉로 128 방학동학마을도서관,37.662079,127.027718,10,7,서울,201804261939
창1동주민센터,서울특별시 도봉구 해등로 46 창1동주민센터,37.647503,127.043312,10,7,서울,201804261939
삼익세라믹아파트교차로,서울특별시 도봉구 해등로 189 삼익세라믹아파트,37.658588,127.035210,8,6,서울,201804261939
서울도봉초등학교인근,서울특별시 도봉구 도봉로173길 96 서울도봉초등학교인근,37.678677,127.040764,15,3,서울,201804261939
서대문역 8번출구 앞,서울특별시 서대문구 충정로2가 138 서대문역 8번출구 앞,37.564777,126.966148,8,1,서울,201804261939
명지대학교 학생회관,서울특별시 서대문구 거북골로 34 서대문구 거북골로 34,37.580589,126.923447,10,1,서울,201804261939
홍연2교옆,서울특별시 서대문구 홍은동 387-16 홍연2교옆,37.578072,126.930817,20,2,서울,201804261939
명지대학교 도서관,서울특별시 서대문구 거북골로 34 서대문구 거북골로 34,37.581097,126.924026,10,13,서울,201804261939
북가좌 초등학교,서울특별시 서대문구 거북골로19길 20 북가좌 초등학교,37.577675,126.909805,8,2,서울,201804261939
증산3교 앞,서울특별시 서대문구 북가좌동 352-9 증산3교 앞,37.579876,126.906349,10,7,서울,201804261939
가좌역 4번출구 앞,서울특별시 서대문구 남가좌동 293-3  가좌역 4번출구 앞,37.569122,126.914795,15,4,서울,201804261939
충정로역 7번출구 뒤,서울특별시 서대문구 충정로3가 56-1 충정로역 7번출구 뒤,37.559967,126.962463,10,0,서울,201804261939
독산역 2번출구 자전거주차장,서울특별시 금천구 벚꽃로 115 가산동 680-2 독산역 2번출구 뒤편 자전거 주차장,37.466530,126.888718,10,6,서울,201804261939
서울디지털운동장 앞,서울특별시 금천구 가산디지털2로 151 가산동 459-16,37.482288,126.877769,10,1,서울,201804261939
에이스하이엔드타워9차 앞,서울특별시 금천구 가산디지털1로 233 가산동 602-3,37.486214,126.878639,10,1,서울,201804261939
에이스하이엔드타워8차 앞,서울특별시 금천구 가산디지털1로 84 가산동 345-5,37.473209,126.884941,20,0,서울,201804261939
LG전자 별관동(호서대 벤처타워 맞은편),서울특별시 금천구 가산디지털1로 63 가산동 319-11,37.470779,126.885155,10,1,서울,201804261939
망원초록길 입구,서울특별시 마포구 마포나루길 467 망원초록길 입구,37.551342,126.902672,15,2,서울,201804261939
갑을그레이트밸리 앞,서울특별시 금천구 디지털로9길 32 가산동 60-35,37.479031,126.887299,10,4,서울,201804261939
두산위브아파트 옆 상가건물 앞,서울특별시 금천구 가산로 99 가산동 153-16,37.474220,126.894127,8,7,서울,201804261939
금천폭포공원 앞,서울특별시 금천구 시흥대로38길 61 시흥동 1001-1,37.446861,126.903831,20,7,서울,201804261939
금천구청 앞 자전거거치대,서울특별시 금천구 시흥대로73길 70 시흥동 1020,37.456478,126.895927,10,0,서울,201804261939
망원2빗물펌프장 앞,서울특별시 마포구 동교로 7 망원2빗물펌프장 앞,37.551567,126.902847,10,8,서울,201804261939
신한은행 시흥대로금융센터지점,서울특별시 금천구 시흥대로 446 시흥동 1001-7,37.443340,126.903358,10,7,서울,201804261939
홈플러스 시흥점 맞은편 다비치안경 앞,서울특별시 금천구 시흥대로 198 시흥동 1000-92,37.451458,126.902115,10,15,서울,201804261939
서울 시흥동우체국 앞,서울특별시 금천구 시흥대로 217 시흥동 1000-71,37.452991,126.900909,10,6,서울,201804261939
상신정비공업 앞,서울특별시 금천구 시흥대로 287 독산동 1080-8,37.458912,126.898590,20,7,서울,201804261939
독산근린공원 입구,서울특별시 금천구 독산동  독산동 1086 (금천교 사거리 독산근린공원 입구),37.464550,126.883728,15,15,서울,201804261939
한신아파트 앞 육교 아래,서울특별시 금천구 금하로1길 70 독산동 1094 (성민성결교회 앞),37.454700,126.891052,10,8,서울,201804261939
한신코아 앞,서울특별시 금천구 한내로 62 독산동 1092 (도로다이어트 사업으로 보도 확장예정),37.456841,126.888344,20,14,서울,201804261939
독산보도육교 앞 자전거 보관소,서울특별시 금천구 서부샛길 70 독산동 724-5 (자전거종합서비스센터 앞쪽),37.455849,126.893143,20,1,서울,201804261939
한양수자인아파트 앞,서울특별시 금천구 시흥대로150길 6 독산동 996-9,37.475319,126.898888,10,4,서울,201804261939
홈플러스 금천점 앞,서울특별시 금천구 시흥대로 391 독산동 291-4,37.469139,126.897202,10,8,서울,201804261939
하늘채코오롱아파트 건너편,서울특별시 마포구 연남로 30 하늘채코오롱아파트 건너편,37.565166,126.919395,15,8,서울,201804261939
빅마켓 금천점 앞,서울특별시 금천구 두산로 71 독산동 295-22,37.470230,126.895073,15,8,서울,201804261939
메이퀸웨딩컨벤션 앞,서울특별시 금천구 시흥대로 435 독산동 152-12,37.472500,126.897957,10,6,서울,201804261939
독산역 1번출구 앞 자전거보관소,서울특별시 금천구 벚꽃로 115 독산동 1081-9 (금천고가차도 하부~ 태영아파트 앞),37.466541,126.890282,10,11,서울,201804261939
월드메르디앙 벤처센터 2차,서울특별시 금천구 가산디지털2로 123 가산동 450-2,37.479084,126.879044,10,1,서울,201804261939
STX V타워,서울특별시 금천구 가산디지털1로 128 가산동 371-37,37.477070,126.884430,10,2,서울,201804261939
금천구립 독산도서관,서울특별시 금천구 독산로54길 114 독산동 375-2,37.467403,126.908142,7,4,서울,201804261939
수출의 다리 아래,서울특별시 가산동 60-35 수출의 다리 아래,37.477058,126.885185,20,2,서울,201804261939
SK망원동주유소 건너편,서울특별시 마포구 월드컵로 119  SK망원동주유소 건너편,37.558949,126.907753,9,4,서울,201804261939
솔브레인이엔지 뒤편,서울특별시 가산동 219-18 솔브레인이엔지 뒤편,37.475101,126.888069,20,10,서울,201804261939
가산동 주민센터,서울특별시 가산동 144-3 가산동 주민센터,37.476952,126.891869,10,7,서울,201804261939
한울중학교,서울특별시 시흥동 1000-3 한울중학교,37.462574,126.906860,15,6,서울,201804261939
독산고등학교,서울특별시 독산동 906-42 독산고등학교,37.477097,126.911133,10,2,서울,201804261939
롯데캐슬골드파크1차 서문,서울특별시 금천구 벚꽃로40  롯데캐슬골드파크1차 서문,37.460289,126.892189,15,7,서울,201804261939
롯데캐슬골드파크1차 동문,서울특별시 금천구 독산동 441-19  롯데캐슬골드파크1차 동문,37.460171,126.896042,15,5,서울,201804261939
독산주공 14단지 버스정류소,서울특별시 금천구 안양천로 독산주공 14단지 버스정류소,37.461033,126.887100,10,9,서울,201804261939
벽산 디지털밸리 5차,서울특별시 금천구 가산동 60-73  벽산 디지털밸리 5차,37.476276,126.885391,10,4,서울,201804261939
대륭포스트타워5차,서울특별시 금천구 디지털로9길 68 대륭포스트타워5차,37.481354,126.886940,10,5,서울,201804261939
마포 신수공원 앞,서울특별시 마포구 현석동 106-32 마포 신수공원 앞,37.542545,126.934296,15,4,서울,201804261939
코오롱테크노밸리,서울특별시 금천구 디지털로9길 56 코오롱테크노밸리,37.480160,126.886368,10,8,서울,201804261939
가산디지털단지 7번출구,서울특별시 금천구 벚꽃로 309 가산디지털단지 7번출구,37.481232,126.881485,10,0,서울,201804261939
월드컵공원,서울특별시 마포구 하늘공원로 108-1 월드컵공원,37.563965,126.898209,40,6,서울,201804261939
홍은동 정원여중 입구,서울특별시 서대문구 연희로37안길 51 홍은동 정원여중 입구,37.586388,126.935127,10,4,서울,201804261939
신도림동주민센터 앞,서울특별시 구로구 신도림로 40 구로구 신도림동 397-32,37.507332,126.879730,10,10,서울,201804261939
도림천역 1번 출구 앞,서울특별시 구로구 경인로67길 160 구로구 신도림동 323-16,37.514240,126.882874,10,0,서울,201804261939
신도림역 1번 출구 앞,서울특별시 구로구 경인로 688 구로구 신도림동 348-1,37.509720,126.890099,20,4,서울,201804261939
구일우성(아) 육교 밑,서울특별시 구로구 구일로2길 59 구로구 구로동 685-524,37.489632,126.876259,12,8,서울,201804261939
해원리바파크 육교 밑,서울특별시 구로구 구일로 110 구로구 구로동 642-107,37.495285,126.872162,10,3,서울,201804261939
정명학원,서울특별시 서대문구 응암로 66 정명학원,37.578892,126.910736,10,2,서울,201804261939
낙원교회 맞은편,서울특별시 구로구 구로동로42길 43 구로구 구로동 454-92,37.497505,126.884377,5,6,서울,201804261939
구로디지털단지역 앞,서울특별시 구로구 시흥대로 577-2 구로구 구로동 1119,37.484940,126.901321,10,0,서울,201804261939
한신휴아파트 앞,서울특별시 구로구 디지털로31길 120 구로구 구로동 772,37.488800,126.890663,10,1,서울,201804261939
구로리공원,서울특별시 구로구 구로중앙로 13 구로구 구로동 136-14,37.491032,126.892151,10,10,서울,201804261939
대림역4번출구,서울특별시 구로구 도림천로 351 구로구 구로동 72-9,37.494591,126.893921,10,4,서울,201804261939
구로중학교앞,서울특별시 구로구 구로중앙로 48 구로구 구로동 65,37.494141,126.889984,10,8,서울,201804261939
연서어린이공원,서울특별시 서대문구 연희동 519-7 연서어린이공원,37.572227,126.923065,10,8,서울,201804261939
서울미래초등학교 사거리,서울특별시 구로구 새말로 73 구로구 구로동 50,37.504379,126.888298,10,9,서울,201804261939
삼부르네상스파크빌,서울특별시 구로구 남부순환로 1299 구로구 가리봉동 127-30,37.478741,126.895096,10,2,서울,201804261939
동양미래대학교 정문 옆,서울특별시 구로구 경인로 445 구로구 고척동 63-3,37.499889,126.867699,20,23,서울,201804261939
고척스카이돔구장 광장,서울특별시 구로구 경인로 430 구로구 고척동 63-5,37.499470,126.868401,10,10,서울,201804261939
고척근린공원 고척도서관 앞,서울특별시 구로구 고척로45길 31 구로구 고척동 산 9-14,37.505135,126.852760,10,12,서울,201804261939
개봉지구대 개봉치안센터,서울특별시 구로구 경인로 293 구로구 개봉동 139-4,37.497684,126.853729,7,3,서울,201804261939
개봉역(북측광장),서울특별시 구로구 경인로40길 47 구로구 개봉동 416-99,37.494995,126.858253,10,6,서울,201804261939
개봉푸르지오아파트 상가,서울특별시 구로구 남부순환로 775 구로구 개봉동 92-1,37.501583,126.846870,10,10,서울,201804261939
개봉역 1번 출구 자전거보관서쪽,서울특별시 구로구 경인로40길 47 구로구 개봉동 202-42,37.494282,126.859215,10,9,서울,201804261939
한진아파트 입구,서울특별시 구로구 개봉로3길 87 구로구 개봉동 375-4,37.486061,126.852013,15,14,서울,201804261939
증산교 앞,서울특별시 서대문구 불광천길 36 증산교 앞,37.577316,126.902969,10,7,서울,201804261939
예성 라온팰리스 앞,서울특별시 구로구 오류로8바길 34 구로구 오류동 33-145,37.497551,126.847252,10,13,서울,201804261939
오류동역 2번출구,서울특별시 구로구 서해안로 2340-10 구로구 오류동 135-2,37.493938,126.844055,10,6,서울,201804261939
온수역 북측,서울특별시 구로구 경인로3길 지하 64 구로구 온수동 119-4,37.492790,126.824524,10,8,서울,201804261939
구로역 광장,서울특별시 구로구 구로중앙로 174 구로동 603-26,37.503117,126.880386,10,1,서울,201804261939
모래내고가차도,서울특별시 서대문구 연희동 446-76 모래내고가차도 ,37.567657,126.917809,10,2,서울,201804261939
천왕이펜하우스 4단지 상가 앞,서울특별시 구로구 천왕로 9 구로구 천왕동 79-11,37.480289,126.839500,20,6,서울,201804261939
천왕연지타운2단지 앞,서울특별시 구로구 오리로 1102-10 구로구 천왕동 257-82,37.482105,126.845726,15,9,서울,201804261939
천왕역 4번출구 뒤,서울특별시 구로구 오리로 지하 1154 구로구 오류동 174-6,37.486385,126.839211,20,13,서울,201804261939
디지털입구 교차로,서울특별시 구로구 시흥대로 551 디지털입구 교차로,37.482883,126.901039,10,0,서울,201804261939
도야미리숯불갈비 앞,서울특별시 구로구 신도림로 67 도야미리숯불갈비 앞,37.510010,126.882050,10,4,서울,201804261939
구일고등학교 정문,서울특별시 구로구 구일로 90-51 구일고등학교 정문,37.493401,126.874329,15,3,서울,201804261939
강서수도사업소민원센터,서울특별시 구로구 가마산로 272 강서수도사업소민원센터,37.495781,126.890121,10,10,서울,201804261939
구로구의회 앞,서울특별시 구로구 가마산로25길 9-24 구로구의회 앞,37.496456,126.889587,10,4,서울,201804261939
연희교차로 인근,서울특별시 서대문구 홍제천로 48 연희교차로 인근,37.566120,126.925896,10,0,서울,201804261939
화광신문사 앞,서울특별시 구로구 공원로 68 화광신문사 앞,37.502850,126.889481,10,0,서울,201804261939
신도림테크노근린공원,서울특별시 구로구 새말로 121-15 신도림테크노근린공원,37.508194,126.891304,15,0,서울,201804261939
가리봉동주민센터,서울특별시 구로구 디지털로26길 5 가리봉동주민센터,37.481602,126.892799,10,0,서울,201804261939
디지털단지오거리,서울특별시 금천구 가산로 157 디지털단지오거리,37.479317,126.890121,10,1,서울,201804261939
원메디타운 앞,서울특별시 구로구 경인로 403 원메디타운 앞,37.497890,126.864502,10,7,서울,201804261939
삼환로즈빌아파트 105동 옆,서울특별시 구로구 경인로 343 삼환로즈빌아파트 105동 옆,37.497231,126.859192,15,9,서울,201804261939
한마을아파트 정문상가,서울특별시 구로구 경인로 382 한마을아파트 정문상가,37.496498,126.863098,10,11,서울,201804261939
참새공원(백곡경노당),서울특별시 구로구 고척로21길 85 참새공원(백곡경노당),37.505138,126.844337,10,12,서울,201804261939
동인오피스텔 건너편 소공원,서울특별시 구로구 고척로22길 64 동인오피스텔 건너편 소공원,37.498482,126.847504,7,5,서울,201804261939
궁동생태공원,서울특별시 구로구 오리로 1352 궁동생태공원,37.501904,126.828964,10,4,서울,201804261939
오정초교 앞 보도육교,서울특별시 구로구 경인로2길 10 오청초교 앞 보도육교,37.490723,126.826393,10,12,서울,201804261939
오리로와 서해안도로 교차로 앞,서울특별시 구로구 오리로 1181 오리로와 서해안도로 교차로 앞,37.488598,126.836494,10,9,서울,201804261939
신도림2차e편한세상아파트 203동 앞,서울특별시 구로구 신도림로 16 신도림2차e편한세상아파트 203동 앞,37.505180,126.882538,10,4,서울,201804261939
대림역 1번 출입구 밑,서울특별시 구로구 도림천로 351 대림역 1번 출입구 밑,37.492580,126.894737,10,1,서울,201804261939
남구로역 5번 출입구 앞,서울특별시 구로구 도림로 지하 7 남구로역 5번 출입구 앞,37.485680,126.886703,10,7,서울,201804261939
천왕역 1번 출입구 앞,서울특별시 구로구 오리로 지하 1154 천왕역 1번 출입구 앞,37.486210,126.838821,15,11,서울,201804261939
구로1동우체국 앞,서울특별시 구로구 구일로 64 구로1동우체국 앞,37.492031,126.873772,10,7,서울,201804261939
충정2교,서울특별시 서대문구 충정로3가 155-4 충청2교,37.562138,126.963776,15,0,서울,201804261939
천왕이펜하우스5단지 앞,서울특별시 구로구 천왕로 10 천왕이펜하우스5단지 앞,37.479431,126.842697,10,3,서울,201804261939
구로동롯데아파트,서울특별시 구로구 새말로 31 구로동롯데아파트,37.502548,126.883881,10,5,서울,201804261939
구로구청,서울특별시 구로구 가마산로 245 구로구청,37.495266,126.888474,10,8,서울,201804261939
구로도서관,서울특별시 구로구 공원로 15 구로도서관,37.498516,126.891991,20,7,서울,201804261939
서울 월드컵 경기장,서울특별시 마포구 성산동 515 서울 월드컵 경기장,37.566845,126.896446,30,1,서울,201804261939
국회의원회관,서울특별시 영등포구 의사당대로 1 1,37.528728,126.914925,20,0,서울,201804261939
노들역 1번출구,서울특별시 동작구 노량진로 지하 238 동작구 본동 344-10,37.512959,126.952072,10,16,서울,201804261939
사육신공원앞,서울특별시 동작구 노량진로 191 동작구 노량진동 152-7,37.513359,126.948059,10,11,서울,201804261939
유한양행앞,서울특별시 동작구 노량진로 74 동작구 대방동 47-3,37.512939,126.934242,20,7,서울,201804261939
노량진근린공원 대방공원,서울특별시 동작구 여의대방로44길 20 동작구 대방동 503-2,37.509369,126.928070,10,8,서울,201804261939
보라매역 8번출구,서울특별시 동작구 상도로 지하 2 동작구 대방동 466-51,37.500076,126.921082,10,3,서울,201804261939
진미파라곤 앞,서울특별시 영등포구 국회대로76길 10 13-1,37.531239,126.921333,15,0,서울,201804261939
